nom;code_postal;longitude;latitude
rucqueville;14480;439394;6911501
rully;14410;427011;6865314
rumesnil;14340;483483;6901878
russy;14710;422367;6921208
ryes;14400;436842;6919412
st-agnan-le-malherbe;14260;438386;6889278
st-aignan-de-cramesnil;14540;461164;6891629
st-andré-d'hébertot;14130;502237;6916785
st-andré-sur-orne;14320;453325;6896412
st-arnoult;14800;487744;6918416
st-aubin-d'arquenay;14970;461312;6912775
st-aubin-des-bois;14380;396949;6866809
saint-aubin-lébizay;14340;481382;6904184
saint-aubin-sur-algot;14340;486921;6896185
st-aubin-sur-mer;14750;452872;6919813
st-charles-de-percy;14350;423143;6876630
st-côme-de-fresné;14960;438345;6920457
st-contest;14280;452346;6907588
saint-crespin;14270;484525;6890709
ste-croix-grand-tonne;14740;441477;6909180
ste-croix-sur-mer;14480;444106;6919083
st-cyr-du-ronceray;14290;502664;6886721
st-denis-de-mailloc;14100;504314;6892229
st-denis-de-méré;14110;441876;6869084
st-denis-maisoncelles;14350;418291;6882431
st-désir;14100;497211;6898039
st-etienne-la-thillaye;14950;490447;6912751
ste-foy-de-montgommery;14140;493500;6875914
st-gatien-des-bois;14130;495089;6920376
st-georges-d'aunay;14260;430980;6887392
st-georges-en-auge;14140;485573;6879541
st-germain-d'ectot;14240;428530;6897528
st-germain-de-livet;14100;496937;6890258
st-germain-du-crioult;14110;435912;6867127
st-germain-du-pert;14230;407118;6921967
st-germain-la-blanche-herbe;14280;452154;6903142
st-germain-langot;14700;456767;6874004
st-germain-le-vasson;14190;458603;6882831
ste-honorine-de-ducy;14240;424314;6901069
ste-honorine-des-pertes;14520;423927;6923360
ste-honorine-du-fay;14210;444376;6892349
st-hymer;14130;493964;6909285
st-jean-de-livet;14100;497667;6890233
st-jean-des-essartiers;14350;420131;6890136
st-jean-le-blanc;14770;432658;6876182
st-jouin;14430;480010;6906462
st-julien-de-mailloc;14290;504969;6889981
st-julien-le-faucon;14140;486674;6889516
st-julien-sur-calonne;14130;498447;6912465
st-lambert;14570;439977;6875848
st-laurent-de-condel;14220;450071;6888760
st-laurent-du-mont;14340;483274;6896321
st-laurent-sur-mer;14710;418229;6925865
st-léger-dubosq;14430;479325;6907602
st-louet-sur-seulles;14310;432072;6895135
st-loup-de-fribois;14340;482503;6895237
st-loup-hors;14400;429211;6911972
st-manvieu-bocage;14380;407947;6866244
ste-marguerite-d'elle;14330;407221;6909709
ste-marguerite-des-loges;14140;495240;6883641
ste-marguerite-de-viette;14140;486469;6883959
sainte-marie-aux-anglais;14270;483023;6889652
ste-marie-laumont;14350;414306;6875946
ste-marie-outre-l'eau;14380;405580;6877498
st-martin-aux-chartrains;14130;492790;6917119
st-martin-de-blagny;14710;412482;6912785
st-martin-de-fontenay;14320;454055;6896381
st-martin-de-fresnay;14170;482647;6879650
st-martin-de-la-lieue;14100;497094;6894704
st-martin-de-mailloc;14100;504314;6892229
st-martin-de-mieux;14700;463129;6868175
st-martin-de-sallen;14220;442371;6880193
st-martin-des-besaces;14350;418508;6886874
st-martin-des-entrées;14400;432951;6914024
saint-martin-de-tallevende;14500;411613;6866060
st-martin-don;14350;410702;6877239
st-martin-du-mesnil-oury;14140;490164;6884936
st-michel-de-livet;14140;490124;6883825
st-omer;14220;448713;6874348
st-ouen-des-besaces;14350;418508;6886874
st-ouen-du-mesnil-oger;14670;472510;6901188
st-ouen-le-houx;14140;493619;6879248
st-ouen-le-pin;14340;489920;6898300
st-pair;14670;468137;6901363
saint-pair-du-mont;14340;483274;6896321
saint-paul-de-courtonne;14290;508620;6889859
st-paul-du-vernay;14490;425202;6904367
st-pierre-azif;14950;485439;6915162
st-pierre-canivet;14700;464134;6874812
st-pierre-de-mailloc;14290;504201;6888894
st-pierre-des-ifs;14100;493446;6894834
st-pierre-du-bû;14700;463862;6868145
st-pierre-du-fresne;14260;425867;6887633
st-pierre-du-jonquet;14670;472510;6901188
st-pierre-du-mont;14450;411141;6929560
st-pierre-la-vieille;14770;438463;6874803
st-pierre-sur-dives;14170;478429;6884262
st-pierre-tarentaine;14350;421894;6881143
st-rémy;14570;443637;6875684
st-samson;14670;470368;6902387
st-sever-calvados;14380;404281;6866430
st-sylvain;14190;464678;6888146
st-vaast-en-auge;14640;481720;6913076
st-vaast-sur-seulles;14250;435246;6900555
st-vigor-des-mézerets;14770;434071;6875003
st-vigor-le-grand;14400;432276;6915169
sallen;14240;420508;6897912
sallenelles;14121;464949;6912625
sannerville;14940;465268;6902592
saon;14330;419863;6914647
saonnet;14330;417682;6914754
sassy;14170;470944;6880102
secqueville-en-bessin;14740;443660;6909082
sept-frères;14380;404508;6870872
sept-vents;14240;421023;6893433
sermentot;14240;432227;6898468
soignolles;14190;464588;6885923
soliers;14540;459207;6897277
sommervieu;14400;434559;6917290
soulangy;14700;464225;6877034
soumont-st-quentin;14420;463630;6880397
subles;14400;426923;6909853
sully;14400;428746;6917562
surrain;14710;418736;6921385
surville;14130;497798;6914714
tailleville;14440;451275;6916541
tessel;14250;438890;6900389
thaon;14610;448949;6913302
le theil-en-auge;14130;500173;6920196
thiéville;14170;479202;6885345
thury-harcourt;14220;445346;6881174
tierceville;14480;443181;6914671
tilly-la-campagne;14540;459160;6896165
tilly-sur-seulles;14250;436128;6903855
tordouet;14290;504856;6886646
le torquesne;14130;493844;6905950
tortisambert;14140;489190;6878295
touffréville;14940;465268;6902592
touques;14800;489197;6918363
tour-en-bessin;14400;425112;6917735
tourgéville;14800;486976;6917332
tournay-sur-odon;14310;438638;6894834
tournebu;14220;456269;6879590
le tourneur;14350;420431;6881214
tournières;14330;413826;6910490
tourville-en-auge;14130;496423;6916989
tourville-sur-odon;14210;444623;6897905
tracy-bocage;14310;431187;6891836
tracy-sur-mer;14117;434714;6920624
tréprel;14690;454476;6871875
trévières;14710;416503;6920381
troarn;14670;468182;6902474
trois-monts;14210;445689;6888952
le tronquay;14490;421829;6910097
trouville-sur-mer;14360;487908;6922863
trungy;14490;428221;6906451
truttemer-le-grand;14500;419409;6860111
truttemer-le-petit;14500;419355;6859000
urville;14190;458742;6886165
ussy;14420;459834;6877215
la vacquerie;14240;418942;6895761
valsemé;14340;488788;6907246
varaville;14390;470678;6910167
vasouy;14600;495367;6928158
vassy;14410;430781;6867363
vaubadon;14490;420940;6906799
vaucelles;14400;428641;6915340
vaudeloges;14170;480326;6876399
vaudry;14500;417478;6865771
vaux-sur-aure;14400;430926;6917459
vaux-sur-seulles;14400;435859;6913889
vendes;14250;437433;6900455
vendeuvre;14170;474601;6879959
versainville;14700;467018;6873582
verson;14790;448366;6899967
ver-sur-mer;14114;443429;6920227
la vespière;14290;511323;6883093
le vey;14570;445784;6874476
vicques;14170;474471;6876625
victot-pontfol;14430;479798;6900905
vienne-en-bessin;14400;438092;6914901
vierville-sur-mer;14710;416777;6925937
viessoix;14410;421145;6865593
vieux;14930;449582;6894347
vieux-bourg;14130;500018;6915749
vieux-fumé;14270;471983;6887852
vignats;14700;472571;6865571
villers-bocage;14310;433429;6892845
villers-canivet;14420;461938;6874902
villers-sur-mer;14640;481889;6917523
villerville;14113;491659;6926066
la villette;14570;439927;6874737
villiers-le-sec;14480;440273;6914801
villons-les-buissons;14610;452393;6908699
villy-bocage;14310;434991;6895000
vimont;14370;466455;6895865
vire;14500;415279;6865879
vouilly;14230;409014;6916301
quétiéville;14270;478770;6893153
allanche;15160;694506;6458965
alleuze;15100;707886;6427870
andelat;15100;705509;6441195
anglards-de-st-flour;15100;713400;6431212
anglards-de-salers;15380;656830;6458002
anterrieux;15110;705532;6414539
antignac;15240;664774;6474611
apchon;15400;676474;6463450
arches;15200;647487;6466959
arnac;15150;639379;6439267
arpajon-sur-cère;15130;658162;6422452
auriac-l'eglise;15500;710194;6463413
aurillac;15000;656598;6424684
auzers;15240;658437;6463544
ayrens;15250;647186;6431421
badailhac;15800;670802;6424602
barriac-les-bosquets;15700;642631;6450343
bassignac;15240;654557;6469125
bonnac;15500;713343;6457866
bournoncles;15390;717357;6425668
brageac;15700;645057;6458096
albepierre-bredons;15300;690560;6444532
brezons;15230;685808;6430103
calvinet;15340;650108;6402518
carlat;15130;666043;6420183
cassaniouze;15340;650865;6398069
cayrols;15290;639141;6414834
celles;15170;697641;6446747
celoux;15500;721218;6450114
cézens;15230;689752;6431206
chaliers;15320;718140;6427892
chalinargues;15170;694498;6450080
chalvignac;15200;641165;6461463
champagnac;15350;653016;6472468
chanterelle;15190;686694;6475636
la chapelle-d'alagnon;15300;692134;6444530
charmensac;15500;706279;6457855
chastel-sur-murat;15300;689778;6446754
chaudes-aigues;15110;700000;6416758
chaussenac;15700;643447;6453668
cheylade;15400;678811;6458999
le claux;15400;678003;6452338
clavières;15320;655285;6461345
collandres;15400;674112;6461238
coltines;15170;698426;6444525
coren;15100;707868;6442309
cros-de-montvert;15150;633105;6441553
cros-de-ronesque;15130;669986;6419052
cussac;15430;694482;6431200
deux-verges;15110;702372;6411205
dienne;15300;682716;6452323
drignac;15700;649721;6452503
drugeac;15140;651293;6452490
escorailles;15700;647365;6452522
le falgoux;15380;670136;6450150
le fau;15140;666963;6444613
faverolles;15390;713412;6425658
ferrières-st-mary;15170;705498;6453412
fontanges;15140;662257;6446861
fournoulès;15600;642931;6397025
giou-de-mamou;15130;662129;6425759
girgols;15310;654321;6436918
glénat;15150;635270;6422648
gourdièges;15230;690532;6425651
jabrun;15110;697627;6411205
jaleyrac;15200;651380;6463596
jou-sous-monjou;15800;673963;6425698
junhac;15120;658012;6400238
jussac;15250;655068;6431359
labesserette;15120;658827;6403565
labrousse;15130;664445;6416860
lacapelle-barrès;15230;678697;6425680
lacapelle-viescamp;15150;642395;6424799
ladinhac;15120;662007;6405767
lafeuillade-en-vézie;15130;658072;6409124
landeyrat;15160;690594;6466744
lanobre;15270;663248;6481283
lapeyrugue;15120;664363;6402421
laroquebrou;15150;636927;6430406
lascelle;15590;666916;6435728
laurie;15500;707840;6464521
lavastrie;15260;703944;6425645
laveissenet;15300;692131;6442309
laveissière;15300;685846;6446762
lavigerie;15300;681918;6447883
leucamp;15120;662812;6407983
leynhac;15600;644575;6403675
leyvaux;43450;706267;6468961
lieutadès;15110;692096;6414542
lorcières;15320;721325;6419016
loubaresse;15390;718146;6425670
loupiac;15700;648890;6446956
lugarde;15190;681973;6466763
madic;15210;658519;6475760
malbo;15230;680289;6430118
marcenat;15190;686680;6468972
marchal;15270;671062;6480131
marchastel;15400;678838;6466773
marcolès;15220;648579;6409195
marmanhac;15250;659024;6433553
massiac;15500;717258;6461208
mauriac;15200;647412;6458075
maurines;15110;707898;6418985
maurs;15600;636646;6402640
méallet;15200;655285;6461345
menet;15400;667093;6469045
mentières;15100;710231;6441201
molèdes;15500;703920;6463406
molompize;15500;710201;6458971
la monselie;15240;664749;6470169
montboudif;15190;680433;6475652
montchamp;15100;715740;6441213
montgreleix;15190;690606;6474518
montmurat;15600;636545;6392644
montsalvy;15120;660389;6400223
montvert;15150;632997;6431558
mourjou;15340;646903;6398101
moussages;15380;659192;6459097
murat;15300;689778;6446754
narnhac;15230;684217;6424553
naucelles;15000;655044;6428027
neussargues-moissac;15170;698427;6447857
neuvéglise;15260;698422;6425644
nieudan;15150;640880;6431478
omps;15290;643133;6419239
oradour;15260;696054;6424534
pailherols;15800;674761;6427916
parlan;15290;634399;6414882
paulhenc;15230;686573;6418994
pers;15290;639195;6420387
peyrusse;15170;702355;6455631
pierrefort;15230;686584;6424548
pleaux;15700;639466;6448152
polminhac;15800;666086;6427958
pradiers;15160;694510;6463407
prunet;15130;658102;6413567
quézac;15600;635074;6403767
rageade;15500;722024;6444564
raulhac;15800;673949;6422366
reilhac;15250;655060;6430249
rézentières;15170;709433;6447864
riom-ès-montagnes;15400;674126;6464570
roannes-st-mary;15220;652594;6416938
roffiac;15100;702361;6438972
rouffiac;15150;633045;6436000
roumégoux;15290;636792;6417079
rouziers;15600;638296;6409288
saignes;15240;659265;6470203
st-amandin;15190;676516;6474555
ste-anastasie;15170;698428;6452299
st-antoine;15220;646969;6405876
st-bonnet-de-condat;15190;684324;6466757
st-bonnet-de-salers;15140;658363;6452439
st-cernin;15310;655124;6439134
st-chamant;15140;656722;6442454
saint-christophe-les-gorges;15700;644939;6444769
st-cirgues-de-jordanne;15590;666922;6436838
st-cirgues-de-malbert;15140;651205;6441385
st-clément;15800;673982;6430141
st-constant;15600;638978;6398173
st-etienne-cantalès;15150;639271;6428161
st-etienne-de-carlat;15130;666845;6422400
st-etienne-de-maurs;15600;636623;6400419
st-etienne-de-chomeil;15400;668688;6474590
ste-eulalie;15140;651249;6446937
st-georges;15100;710240;6435648
st-gérons;15150;638482;6428169
st-illide;15310;646484;6441423
st-jacques-des-blats;15580;676381;6439017
saint-julien-de-jordanne;15590;672454;6441254
st-julien-de-toursac;15600;636702;6408193
st-mamet-la-salvetat;15220;644693;6417004
st-marc;15390;715787;6422332
ste-marie;15230;690522;6418987
st-martial;15110;705528;6418982
st-martin-cantalès;15140;644939;6444769
st-martin-sous-vigouroux;15230;685795;6424549
st-martin-valmeroux;15140;654394;6446914
st-mary-le-plain;15500;713352;6453424
st-paul-des-landes;15250;646350;6425875
st-paul-de-salers;15140;662264;6447971
st-pierre;15350;651476;6475812
st-poncy;15500;714140;6452315
st-projet-de-salers;15140;663017;6442414
st-rémy-de-chaudes-aigues;15110;703956;6407874
saint-rémy-de-salers;15140;658326;6446886
st-santin-cantalès;15150;640954;6439252
st-santin-de-maurs;15600;638153;6394849
st-saturnin;15190;684318;6464535
st-saury;15290;634445;6419324
st-simon;15130;659002;6430222
st-urcize;15110;701584;6397876
salers;15140;660691;6447981
salins;15200;652889;6455810
sansac-de-marmiesse;15130;648671;6420302
sansac-veinazès;15120;658035;6403571
sauvat;15240;656908;6469108
la ségalassière;15290;636826;6420410
ségur-les-villas;15300;686663;6461198
sénezergues;15340;654844;6400260
sériers;15100;703942;6430088
siran;15150;631384;6428243
soulages;15100;686671;6464530
sourniac;15200;649036;6464725
talizat;15170;703931;6446747
tanavelle;15100;700000;6435640
teissières-de-cornet;15250;650330;6430285
thiézac;15450;674005;6435694
tiviers;15100;713379;6441207
tournemire;15310;654337;6439139
tourniac;15700;638756;6455933
trémouille;15270;674955;6475672
la trinitat;15110;696041;6403431
le trioulou;15600;635005;6397103
trizac;15400;663142;6463515
ussel;15300;694491;6442306
valette;15400;668637;6464595
valjouze;15170;705499;6452302
valuéjols;15300;694488;6438974
le vaulmier;15380;666237;6455723
védrines-st-loup;15100;722036;6441232
velzic;15590;664540;6433520
vernols;15160;692152;6458968
veyrières;15350;651432;6470259
vèze;15160;700000;6463405
vezels-roussy;15130;666786;6411293
vic-sur-cère;15800;670045;6431269
vieillespesse;15500;711794;6446757
vieillevie;15120;654788;6392485
le vigean;15200;650560;6459160
villedieu;15100;705515;6433421
virargues;15300;693710;6447860
ydes;15210;658482;6470208
yolet;15130;662918;6425754
ytrac;15000;650286;6424732
le rouget;15290;639162;6417055
besse;15140;648872;6444735
abzac;16500;522344;6558166
agris;16110;492574;6523549
aignes-et-puypéroux;16190;477273;6487415
aigre;16140;469004;6537728
aizecq;16700;489456;6545879
alloue;16490;508201;6550817
ambérac;16140;472672;6532034
ambernac;16490;508801;6545243
ambleville;16300;448826;6499622
angeac-champagne;16130;442821;6505428
angeac-charente;16120;460866;6508034
angeduc;16300;461780;6491328
angoulême;16000;478075;6509611
ansac-sur-vienne;16500;518153;6547180
anville;16170;459402;6530318
ars;16130;436828;6511239
asnières-sur-nouère;16290;470582;6517665
aubeterre-sur-dronne;16390;478119;6467381
aubeville;16250;464207;6493457
auge;16170;459489;6532538
