nom;code_postal;longitude;latitude
gonfreville;50190;379635;6912295
gonneville;50330;377062;6957014
gorges;50190;379883;6916738
gouberville;50330;388192;6961967
gourbesville;50480;379363;6933480
gourfaleur;50750;399132;6894534
gouvets;50420;399726;6877799
gouville-sur-mer;50560;365705;6898605
graignes;50620;394301;6913724
le grand-celland;50370;392402;6850348
granville;50400;362499;6868715
gratot;50200;372807;6894855
gréville-hague;50440;353519;6962856
grimesnil;50450;381557;6880999
grosville;50340;355987;6943755
guilberville;50160;410980;6882792
le guislain;50410;390452;6882743
le ham;50310;379549;6936813
hambye;50450;387408;6880680
hamelin;50730;388689;6836073
hardinvast;50690;363745;6952210
hauteville-sur-mer;50590;368586;6885071
hautteville-bocage;50390;375802;6934795
la haye-d'ectot;50270;356634;6930341
la haye-du-puits;50250;369174;6920688
la haye-pesnel;50320;376972;6864549
héauville;50340;352911;6952859
hébécrevon;50180;395778;6900279
helleville;50340;354153;6949440
hémevez;50700;378950;6939075
herqueville;50440;347752;6963210
heugueville-sur-sienne;50200;369634;6890581
hérenguerville;50660;370778;6884946
heussé;50640;412001;6829307
hiesville;50480;389933;6927327
hocquigny;50320;375629;6866851
le hommet-d'arthenay;50620;395344;6905871
houesville;50480;389087;6925145
houtteville;50250;382432;6923281
huberville;50700;379985;6944589
hudimesnil;50510;371546;6872650
huisnes-sur-mer;50170;372052;6842554
husson;50640;413859;6837007
hyenville;50660;373096;6887042
isigny-le-buat;50540;392785;6843648
jobourg;50440;346379;6964410
joganville;50310;384742;6938753
juilley;50220;379414;6842143
juvigny-le-tertre;50520;404165;6849736
lamberville;50160;415185;6893718
la lande-d'airou;50800;385893;6866285
lapenty;50600;405073;6838559
laulne;50430;374669;6914803
lengronne;50510;379240;6878900
lessay;50430;370116;6911720
lestre;50310;386495;6944228
liesville-sur-douve;50480;385458;6925343
lieusaint;50700;376054;6939239
lingeard;50670;403714;6855326
lingreville;50660;368394;6881740
lithaire;50250;374258;6920397
les loges-marchis;50600;397533;6835606
les loges-sur-brécey;50370;393665;6860301
lolif;50530;378007;6856696
longueville;50290;366291;6870723
le loreur;50510;375208;6872443
le lorey;50570;386122;6897456
lozon;50570;388490;6900669
la lucerne-d'outremer;50320;374647;6862452
le luot;50870;382535;6858673
la luzerne;50680;404525;6899824
macey;50170;373338;6839141
magneville;50260;370135;6937348
la mancellière;50540;392961;6846978
la mancellière-sur-vire;50750;402723;6893234
marcey-les-grèves;50300;377822;6853366
marchésieux;50190;388062;6906262
margueray;50410;397356;6874582
marigny;50570;389768;6897259
martigny;50600;396465;6843454
martinvast;50690;362432;6954517
maupertuis;50410;392527;6880405
maupertus-sur-mer;50330;376592;6961499
la meauffe;50880;399713;6905641
méautis;50500;387211;6917448
le mesnil;50580;359469;6929057
le mesnil-adelée;50520;400604;6852146
le mesnil-amand;50450;379664;6873308
le mesnil-amey;50570;393414;6897063
le mesnil-angot;50620;394124;6910392
le mesnil-aubert;50510;376438;6881284
le mesnil-au-val;50110;372540;6953928
le mesnil-boeufs;50540;392843;6844758
le mesnil-bonant;50450;384911;6875247
le mesnilbus;50490;382659;6900988
le mesnil-drey;50320;375629;6866851
le mesnil-eury;50570;391524;6902733
le mesnil-garnier;50450;384729;6871916
le mesnil-gilbert;50670;400718;6854366
le mesnil-herman;50750;396652;6889096
le mesnil-hue;50450;384790;6873026
le mesnillard;50600;399467;6844412
le mesnil-opac;50860;400245;6887794
le mesnil-ozenne;50220;388666;6849434
le mesnil-rainfray;50520;401902;6848739
le mesnil-raoult;50420;402494;6888791
le mesnil-rogues;50450;378870;6872239
le mesnil-rouxelin;50000;402453;6902158
le mesnil-thébault;50540;390577;6843765
le mesnil-tôve;50520;404278;6851957
le mesnil-véneron;50620;396365;6911387
le mesnil-vigot;50570;387881;6902930
le mesnil-villeman;50450;382532;6872036
la meurdraquière;50510;377281;6870100
millières;50190;374229;6907029
milly;50600;403713;6840854
mobecq;50250;371162;6917231
moidrey;50170;368181;6839433
les moitiers-d'allonne;50270;353144;6932781
les moitiers-en-bauptois;50360;378326;6927967
montabot;50410;398262;6877875
montaigu-les-bois;50450;386375;6875168
montanel;50240;373639;6831330
montbray;50410;399437;6872247
montchaton;50660;371031;6889387
montcuit;50490;384056;6899797
montebourg;50310;382632;6939984
montfarville;50760;391617;6958437
montgardon;50250;367592;6918551
montgothier;50540;390754;6847095
monthuchon;50200;377247;6895719
montjoie-st-martin;50240;382672;6834171
montmartin-en-graignes;50620;398112;6916864
montmartin-sur-mer;50590;369316;6885029
montpinchon;50210;384177;6888652
montrabot;50810;416863;6898090
montreuil-sur-lozon;50570;391405;6900512
montsurvent;50200;371665;6900490
montviron;50530;375069;6856860
moon-sur-elle;50680;404924;6907599
morigny;50410;401635;6872133
morsalines;50630;388968;6949665
mortain;50140;410617;6846072
morville;50700;373946;6940473
la mouche;50320;380639;6864345
moulines;50600;402636;6834230
moyon;50860;398668;6885649
muneville-le-bingard;50490;373186;6901518
muneville-sur-mer;50290;371924;6879311
naftel;50540;395729;6843493
nay;50190;381817;6912174
négreville;50260;370327;6940681
néhou;50390;371392;6933933
le neufbourg;50140;409145;6846145
neufmesnil;50250;370754;6922826
neuville-au-plain;50480;385946;6934229
neuville-en-beaumont;50250;365866;6926452
néville-sur-mer;50330;387471;6962006
nicorps;50200;376936;6890167
noirpalu;50320;381984;6862044
notre-dame-de-cenilly;50210;389170;6886153
notre-dame-de-livoye;50370;391345;6858198
notre-dame-d'elle;50810;410301;6898416
notre-dame-du-touchet;50140;408756;6838373
nouainville;50690;361841;6956782
octeville;50130;364007;6956654
omonville-la-petite;50440;347958;6966543
omonville-la-rogue;50440;350120;6966409
orglandes;50390;377189;6933603
orval;50660;373222;6889262
ouville;50210;380525;6888853
ozeville;50310;386373;6942006
parigny;50600;399294;6841081
les pas;50170;369718;6840459
percy;50410;393814;6876996
périers;50190;377869;6906824
la pernelle;50630;389270;6955221
les perques;50260;361445;6937856
perriers-en-beauficel;50150;405917;6855214
le perron;50160;415020;6890386
le petit-celland;50370;389580;6852725
picauville;50360;380564;6928956
pierreville;50340;353682;6941665
les pieux;50340;352505;6946195
pirou;50770;366221;6907488
placy-montaigu;50160;414910;6888164
plomb;50870;383882;6856373
poilley;50220;381745;6844242
pontaubault;50220;379598;6845473
pont-hébert;50880;398926;6904569
pontorson;50170;366581;6837297
ponts;50300;380026;6853244
portbail;50580;358479;6924658
précey;50220;377206;6842265
précorbin;50810;411536;6893900
prétot-ste-suzanne;50250;378740;6922373
querqueville;50460;360729;6962422
quettehou;50630;389149;6952998
quettetot;50260;361642;6941188
quettreville-sur-sienne;50660;372907;6883711
quibou;50750;393237;6893731
quinéville;50310;388665;6944109
raids;50500;383210;6910983
rampan;50000;397236;6900202
rancoudray;50140;415031;6845854
rauville-la-bigot;50260;361182;6945674
rauville-la-place;50390;373312;6929365
ravenoville;50480;390534;6938436
reffuveille;50520;396755;6849005
regnéville-sur-mer;50590;367380;6889596
reigneville-bocage;50390;375614;6931463
remilly-sur-lozon;50570;390246;6906144
réthoville;50330;386151;6964308
réville;50760;392880;6955025
la rochelle-normande;50530;374584;6861341
rocheville;50260;366838;6943112
romagny;50140;407674;6846219
roncey;50210;383202;6884250
la ronde-haye;50490;375372;6901394
ronthon;50530;370663;6857108
rouffigny;50800;387973;6863945
rouxeville;50810;411648;6896121
le rozel;50340;350064;6941885
sacey;50170;371426;6831455
st-amand;50160;409909;6890641
st-andré-de-bohon;50500;390546;6911697
st-andré-de-l'epine;50680;408170;6899638
st-aubin-des-préaux;50380;369638;6864962
st-aubin-de-terregatte;50111;382974;6839721
st-aubin-du-perron;50490;381325;6903289
st-barthélemy;50140;409312;6849476
st-brice-de-landelles;50730;393731;6833579
ste-cécile;50800;393284;6867002
st-christophe-du-foc;50340;356321;6949309
st-clair-sur-l'elle;50680;406380;6907525
ste-colombe;50390;372116;6933891
st-côme-du-mont;50500;389692;6922884
ste-croix-hague;50440;355413;6958282
st-cyr;50310;379736;6940146
st-cyr-du-bailleul;50720;419754;6836720
st-denis-le-gast;50450;383020;6880919
st-denis-le-vêtu;50210;378086;6884533
st-ebremond-de-bonfossé;50750;396885;6893538
st-floxel;50310;384926;6942086
st-fromond;50620;401400;6910009
ste-geneviève;50760;388009;6958633
st-georges-de-bohon;50500;390665;6913919
st-georges-de-livoye;50370;389758;6856055
st-georges-d'elle;50680;410468;6901749
st-georges-de-rouelley;50720;422124;6839945
st-georges-montcocq;50000;402338;6899936
st-germain-d'elle;50810;413946;6898234
st-germain-des-vaux;50440;345146;6967832
st-germain-de-tournebut;50700;382940;6945539
st-germain-de-varreville;50480;391743;6933914
st-germain-le-gaillard;50340;353682;6941665
st-germain-sur-ay;50430;365089;6913125
st-germain-sur-sèves;50190;381755;6911063
st-gilles;50180;395602;6896947
st-hilaire-du-harcouët;50600;397706;6838937
st-hilaire-petitville;50500;392417;6919395
st-jacques-de-néhou;50390;364871;6934311
st-james;50240;381197;6834252
st-jean-de-daye;50880;399275;6911234
st-jean-de-la-haize;50300;378557;6853325
st-jean-de-la-rivière;50270;358743;6929100
st-jean-de-savigny;50680;410020;6907340
st-jean-des-baisants;50810;410189;6896195
st-jean-des-champs;50320;372027;6868168
st-jean-du-corail;50140;411868;6841557
st-jean-le-thomas;50530;367726;6857276
st-jores;50250;378616;6920151
st-joseph;50700;372094;6946151
st-laurent-de-cuves;50670;397219;6857888
st-laurent-de-terregatte;50111;386597;6838411
saint-léger;50320;371105;6864879
st-lô;50000;402281;6898825
st-lô-d'ourville;50580;360656;6924529
st-louet-sur-vire;50420;408787;6882903
st-loup;50300;383519;6849712
st-malo-de-la-lande;50200;369159;6895064
ste-marie-du-bois;50640;412385;6837079
ste-marie-du-mont;50480;393619;6928243
st-martin-d'aubigny;50190;382904;6905430
st-martin-d'audouville;50310;386556;6945339
st-martin-de-bonfossé;50750;395308;6891394
st-martin-de-cenilly;50210;386857;6884051
st-martin-de-landelles;50730;391637;6835916
st-martin-des-champs;50300;381313;6849832
st-martin-de-varreville;50480;393192;6933836
st-martin-le-bouillant;50800;392990;6861450
st-martin-le-gréard;50690;363548;6948878
st-maur-des-bois;50800;395425;6865776
st-maurice-en-cotentin;50270;358809;6930211
ste-mère-eglise;50480;386610;6933079
st-michel-de-la-pierre;50490;380473;6901109
st-michel-de-montjoie;50670;403714;6855326
saint-michel-des-loups;50740;367247;6861758
st-nicolas-de-pierrepont;50250;367124;6923035
st-pair-sur-mer;50380;364633;6867478
st-patrice-de-claids;50190;377453;6912418
st-pellerin;50500;396050;6919201
ste-pience;50870;384003;6858593
st-pierre-d'arthéglise;50270;360523;6934567
st-pierre-de-semilly;50810;408113;6898527
st-pierre-eglise;50840;382361;6961174
st-pierre-langers;50530;369511;6862742
st-planchers;50400;368298;6867266
st-pois;50670;400890;6857697
st-quentin-sur-le-homme;50220;381927;6847572
st-rémy-des-landes;50580;363233;6918805
st-romphaire;50750;400303;6888905
st-samson-de-bonfossé;50750;398228;6891240
saint-sauveur-de-chaulieu;50150;417045;6856886
st-sauveur-de-pierrepont;50250;367188;6924146
st-sauveur-la-pommeraye;50510;373618;6870305
st-sauveur-lendelin;50490;377558;6901271
st-sauveur-le-vicomte;50390;371137;6929490
st-sébastien-de-raids;50190;381509;6906621
st-senier-de-beuvron;50240;381501;6839802
st-senier-sous-avranches;50300;381374;6850943
sainte-suzanne-en-bauptois;50250;378014;6922413
ste-suzanne-sur-vire;50750;402723;6893234
st-symphorien-des-monts;50640;404904;6835228
st-symphorien-le-valois;50250;369174;6920688
saint-symphorien-les-buttes;50160;413394;6887126
saint-ursin;50320;374771;6864672
st-vaast-la-hougue;50550;391316;6952881
st-vigor-des-monts;50420;401132;6876613
steny;50500;385454;6911974
sartilly;50530;372992;6859204
saussemesnil;50700;376684;6950348
saussey;50200;376143;6889097
savigny;50210;383629;6892023
savigny-le-vieux;50640;401048;6832085
sébeville;50480;389267;6928477
sénoville;50270;354070;6936068
servigny;50200;373725;6898145
servon;50170;374261;6842429
sideville;50690;361578;6952339
sortosville-en-beaumont;50270;357692;6935850
sortosville;50310;379012;6940186
sottevast;50260;366967;6945334
sotteville;50340;356187;6947087
soulles;50750;394402;6888101
sourdeval;50150;411059;6854955
sourdeval-les-bois;50450;387227;6877349
subligny;50870;378864;6858875
surtainville;50270;350720;6940731
surville;50250;361780;6918891
tamerville;50700;377878;6945822
tanis;50170;371927;6840334
le tanu;50320;380761;6866566
le teilleul;50640;413750;6834786
tessy-sur-vire;50420;402150;6882128
teurthéville-bocage;50630;383248;6951094
teurthéville-hague;50690;357966;6952554
théville;50330;380795;6959033
tirepied;50870;386025;6855143
tocqueville;50330;387410;6960895
tollevast;50470;365124;6951015
tonneville;50460;359021;6958065
torigni-sur-vire;50160;409067;6888456
tourlaville;50110;369845;6957427
tourville-sur-sienne;50200;367572;6892927
tréauville;50340;351059;6946284
trelly;50660;375831;6883546
tribehou;50620;391941;6910508
la trinité;50800;389321;6861646
troisgots;50420;402437;6887681
turqueville;50480;389509;6932921
urville;50700;378825;6936853
urville-nacqueville;50460;358633;6963662
vains;50300;374758;6851309
valcanville;50760;387887;6956411
le valdécie;50260;362697;6934439
valognes;50700;376369;6944793
le val-st-père;50300;379843;6849913
varenguebec;50250;372995;6923812
varouville;50330;384525;6961054
le vast;50630;385661;6955418
vasteville;50440;355212;6954949
vaudreville;50310;383602;6944388
vaudrimesnil;50490;377682;6903492
la vendelée;50200;373600;6895924
vengeons;50150;411904;6857140
ver;50450;379055;6875569
vergoncey;50240;375547;6839017
vernix;50370;388964;6854985
vesly;50430;372488;6914927
vessey;50170;373026;6833591
les veys;50500;398346;6921308
vezins;50540;388249;6841663
le vicel;50760;387887;6956411
videcosville;50630;383909;6949943
vidouville;50810;415295;6895940
vierville;50480;391384;6927249
villebaudon;50410;394839;6882510
villechien;50140;406546;6838484
villedieu-les-poêles;50800;390352;6867158
villiers-le-pré;50240;375424;6836797
villiers-fossard;50680;403296;6904342
vindefontaine;50250;378803;6923483
virandeville;50690;356455;6951530
virey;50600;395496;6839052
vrasville;50330;384710;6964388
le vrétot;50260;357825;6938072
yquelon;50400;366291;6870723
yvetot-bocage;50700;373946;6940473
ablancourt;51240;812333;6858858
st-martin-d'ablois;51200;763658;6878137
aigny;51150;789214;6881812
allemant;51120;758795;6852509
alliancelles;51250;838079;6857190
ambonnay;51150;785492;6886205
ambrières;51290;834845;6838208
anglure;51260;760484;6831401
angluzelles-et-courcelles;51230;764798;6841454
anthenay;51700;753260;6894715
aougny;51170;753229;6898052
arcis-le-ponsart;51170;750992;6903593
argers;51800;835173;6887155
arrigny;51290;826765;6836914
athis;51150;782649;6880602
aubilly;51170;763388;6902604
aulnay-aux-planches;51130;769752;6858190
aulnay-l'aître;51240;815247;6860028
aulnay-sur-marne;51150;787802;6878453
aulnizeux;51130;768270;6859284
auve;51800;824310;6882461
avenay-val-d'or;51160;776724;6886081
avize;51190;774676;6874932
ay;51160;773099;6883810
baconnes;51400;796995;6897510
bagneux;51260;761234;6830297
le baizil;51270;758570;6874747
bannay;51270;753548;6863577
bannes;51230;767575;6855940
barbonne-fayel;51120;751564;6839098
baslieux-lès-fismes;51170;752358;6913618
baslieux-sous-châtillon;51700;758401;6891428
bassu;51300;824789;6860225
bassuet;51300;822658;6856843
baudement;51260;757534;6831371
baye;51270;756504;6861381
bazancourt;51110;784998;6919571
beaumont-sur-vesle;51360;786056;6897336
beaunay;51270;764538;6864801
beine-nauroy;51490;788836;6906278
belval-en-argonne;51330;846468;6874081
belval-sous-châtillon;51480;762051;6891466
bergères-lès-vertus;51130;773338;6864906
bergères-sous-montmirail;51210;742545;6863486
berméricourt;51220;771223;6917158
berru;51420;783707;6908426
berzieux;51800;831266;6898190
bétheniville;51490;799661;6912019
bétheny;51450;776414;6909437
bethon;51260;745697;6835713
bettancourt-la-longue;51330;838000;6860525
bezannes;51430;771402;6902698
bignicourt-sur-marne;51300;819259;6843428
bignicourt-sur-saulx;51340;830811;6853685
billy-le-grand;51400;789824;6889607
binarville;51800;838397;6905032
binson-et-orquigny;51700;756985;6886965
bisseuil;51150;778947;6883887
blacy;51300;813998;6848882
blaise-sous-arzillières;51300;816337;6842256
blesme;51340;830911;6849239
bligny;51170;763437;6898155
boissy-le-repos;51210;747698;6861302
bouilly;51390;764141;6900388
bouleuse;51170;760474;6902573
boult-sur-suippe;51110;783545;6919550
bourgogne;51110;777763;6917243
boursault;51480;762134;6883681
bouvancourt;51140;760345;6914809
bouy;51400;798625;6887526
bouzy;51150;784015;6887295
brandonvillers;51290;814281;6834432
branscourt;51140;759687;6908127
braux-ste-cohière;51800;833686;6888233
braux-st-remy;51800;836765;6881630
bréban;51320;803263;6832002
breuvery-sur-coole;51240;796823;6864139
brimont;51220;774159;6914970
brouillet;51170;753188;6902501
broussy-le-grand;51230;764662;6853683
broussy-le-petit;51230;760965;6855867
broyes;51120;756590;6852487
brugny-vaudancourt;51200;764389;6878145
brusson;51300;824980;6851332
bussy-le-château;51600;813256;6886683
bussy-le-repos;51330;829752;6868120
bussy-lettrée;51320;793281;6856296
la caure;51270;757160;6869172
caurel;51110;783658;6911763
cauroy-lès-hermonville;51220;766862;6917106
la celle-sous-chantemerle;51260;750120;6835750
cernay-en-dormois;51800;828954;6903700
cernay-lès-reims;51420;780068;6908374
cernon;51240;799100;6859729
chaintrix-bierges;51130;780641;6867227
châlons-en-champagne;51000;800317;6874208
châlons-sur-vesle;51140;766953;6909319
chaltrait;51130;765941;6870378
chambrecy;51170;759803;6897004
chamery;51500;770742;6897128
champaubert;51270;757204;6864724
champguyon;51310;740414;6853463
champigneul-champagne;51150;785657;6875085
champigny;51370;770605;6908250
champillon;51160;771596;6887128
champlat-et-boujacourt;51480;760556;6894787
champvoisy;51700;745982;6892428
changy;51300;822728;6853509
chapelaine;51290;810638;6832138
la chapelle-felcourt;51800;829378;6884797
la chapelle-lasson;51260;761163;6836967
la chapelle-sous-orbais;51270;753496;6869137
charleville;51120;749194;6857979
charmont;51330;837134;6866066
les charmontois;51330;846412;6876304
châtelraould-st-louvent;51300;814107;6843324
châtillon-sur-broué;51290;825459;6829103
châtillon-sur-marne;51700;754772;6889168
châtillon-sur-morin;51310;742684;6844585
châtrices;51800;841125;6882847
chaudefontaine;51800;836555;6890525
chaumuzy;51170;763449;6897043
la chaussée-sur-marne;51240;811578;6859956
chavot-courcourt;51200;767316;6878178
le chemin;51800;844133;6879584
cheminon;51250;839735;6849445
chenay;51140;767655;6911552
cheniers;51510;791672;6865167
la cheppe;51600;809645;6884388
cheppes-la-prairie;51240;807908;6859886
chepy;51240;804831;6867615
cherville;51150;785574;6880644
chichey;51120;756688;6842481
chigny-les-roses;51500;776606;6894978
chouilly;51200;774604;6880492
clamanges;51130;779281;6859424
clesles;51260;761280;6825851
cloyes-sur-marne;51300;820018;6842331
coizard-joches;51270;763878;6858122
compertrix;51510;798910;6870847
condé-sur-marne;51150;786256;6883991
conflans-sur-seine;51260;750187;6827968
congy;51270;760883;6863650
connantray-vaurefroy;51230;777197;6850500
connantre;51230;767679;6847046
coole;51320;802967;6848676
coolus;51510;798929;6869735
corbeil;51320;805475;6832042
corfélix;51210;751387;6859110
cormicy;51220;765384;6919314
cormontreuil;51350;776502;6902764
cormoyeux;51480;767186;6889299
corribert;51270;756395;6872501
corrobert;51210;743970;6869057
corroy;51230;768441;6844831
coulommes-la-montagne;51390;767031;6902645
coupetz;51240;800587;6858643
coupéville;51240;818712;6870108
courcelles-sapicourt;51140;760415;6908134
courcemain;51260;767808;6835929
courcy;51220;772719;6913839
courdemanges;51300;814063;6845547
courgivaux;51310;735325;6844535
courjeonnet;51270;760930;6859202
courlandon;51170;753085;6913624
courmas;51390;765625;6898180
courtémont;51800;829908;6893709
courthiézy;51700;743860;6883513
courtisols;51460;811257;6876633
courville;51170;750953;6908043
couvrot;51300;815424;6851134
cramant;51200;771734;6876007
la croix-en-champagne;51600;820562;6886831
crugny;51170;753157;6905838
cuchery;51480;759849;6892555
cuis;51200;770974;6878222
cuisles;51700;756200;6892518
cumières;51480;767956;6885971
cuperly;51400;804488;6886517
damery;51480;764303;6885929
dampierre-au-temple;51400;800874;6884228
dampierre-le-château;51330;831697;6879287
dampierre-sur-moivre;51240;813627;6867781
dizy;51200;770879;6886006
dommartin-lettrée;51320;795540;6852997
dommartin-sous-hans;51800;829933;6892597
dompremy;51300;827234;6849157
dontrien;51490;803438;6904297
dormans;51700;746035;6885755
drosnay;51290;819488;6832313
drouilly;51300;811706;6853286
eclaires;51800;846327;6879639
ecollemont;51290;827502;6836931
ecriennes;51300;823676;6843520
ecueil;51500;769270;6898222
ecury-le-repos;51230;775654;6856040
ecury-sur-coole;51240;797501;6867487
epense;51330;833969;6876002
epernay;51200;769444;6883765
l' epine;51460;807597;6876564
epoye;51490;789512;6909626
escardes;51310;738268;6844554
esclavolles-lurey;51260;749449;6827962
les essarts-lès-sézanne;51120;747789;6850184
les essarts-le-vicomte;51310;740499;6841234
esternay;51310;741924;6847915
etoges;51270;762338;6864777
etréchy;51130;769672;6864861
etrepy;51340;833750;6853752
euvy;51230;775770;6847146
fagnières;51510;796638;6875258
faux-fresnay;51230;769979;6839290
faverolles-et-coëmy;51170;758277;6903663
favresse;51300;827259;6848046
fèrebrianges;51270;762350;6863665
fère-champenoise;51230;772051;6850434
festigny;51700;754825;6883607
fismes;51170;749468;6911367
flavigny;51190;776857;6876073
fleury-la-rivière;51480;764290;6887042
florent-en-argonne;51800;842313;6894002
fontaine-denis-nuisy;51120;750110;6836861
fontaine-en-dormois;51800;825288;6904732
fontaine-sur-ay;51160;778170;6887213
fontaine-sur-coole;51320;801360;6856432
la forestière;51120;742725;6839026
francheville;51240;812161;6867752
le fresne;51240;819445;6870123
fresnes-lès-reims;51110;779975;6915048
frignicourt;51300;817742;6845621
fromentières;51210;752784;6866906
gaye;51120;758896;6842503
germaine;51160;775190;6891623
germigny;51390;763351;6905941
germinon;51130;785805;6865077
gionges;51130;771070;6870438
givry-en-argonne;51330;837682;6873865
givry-lès-loisy;51130;766725;6865938
gizaucourt;51800;830109;6884813
glannes;51300;812549;6847742
gourgançon;51230;775064;6844913
les grandes-loges;51400;795027;6884129
granges-sur-aube;51260;762697;6831424
gratreuil;51800;823783;6906925
grauves;51190;771015;6874886
gueux;51390;766992;6905982
hans;51800;827744;6892548
haussignémont;51300;828730;6848078
haussimont;51320;786019;6850624
hautvillers;51160;769404;6887101
heiltz-le-hutier;51300;830300;6843665
heiltz-le-maurupt;51340;833673;6857087
heiltz-l'evêque;51340;828582;6854747
hermonville;51220;765434;6914864
herpont;51460;826577;6879173
hourges;51140;756037;6909202
huiron;51300;812592;6845519
humbauville;51320;804558;6842033
isles-sur-suippe;51110;787211;6917379
isle-sur-marne;51290;823747;6840185
isse;51150;787684;6886237
les istres-et-bury;51190;779053;6876103
jâlons;51150;786339;6878431
janvilliers;51210;747652;6866862
janvry;51390;764079;6905949
joiselle;51310;738217;6852337
jonchery-sur-suippe;51600;807245;6895467
jonchery-sur-vesle;51140;759676;6909239
jonquery;51700;756908;6894750
jouy-lès-reims;51390;767786;6900429
jussecourt-minecourt;51340;830736;6857020
juvigny;51150;792888;6880757
lachy;51120;752916;6852452
lagery;51170;754666;6900290
landricourt;51290;834134;6837080
larzicourt;51290;826741;6838026
laval-sur-tourbe;51600;822611;6893549
lavannes;51110;785080;6914009
lenharrée;51230;782312;6852794
leuvrigny;51700;756265;6885845
lhéry;51170;756124;6900304
lignon;51290;812850;6832180
linthelles;51230;760323;6846965
linthes;51230;762518;6848100
loisy-en-brie;51130;766005;6864818
loisy-sur-marne;51300;813911;6853329
loivre;51220;771223;6917158
louvois;51150;781791;6889488
lucy;51270;758615;6870299
ludes;51500;778794;6895008
luxémont-et-villotte;51300;819950;6845666
maclaunay;51210;740360;6861246
maffrécourt;51800;832853;6892663
mailly-champagne;51500;781713;6895048
mairy-sur-marne;51240;804158;6864266
maisons-en-champagne;51300;810279;6851034
malmy;51800;831970;6899318
mancy;51200;768074;6875963
marcilly-sur-seine;51260;751643;6830204
mardeuil;51200;767982;6883747
mareuil-en-brie;51270;754930;6872487
mareuil-le-port;51700;754793;6886944
mareuil-sur-ay;51160;775292;6883838
marfaux;51170;764179;6897051
margerie-hancourt;51290;812177;6828832
marigny;51230;764062;6841445
marolles;51300;819904;6847889
marsangis;51260;761198;6833632
marson;51240;812118;6869976
massiges;51800;827596;6899220
matignicourt-goncourt;51300;823676;6843520
matougues;51510;791496;6876286
maurupt-le-montois;51340;836006;6851580
mécringes;51210;736677;6863446
le meix-st-epoing;51120;747835;6844625
le meix-tiercelin;51320;804638;6837586
merfy;51220;769110;6911570
merlaut;51300;822728;6853509
méry-prémecy;51390;763388;6902604
les mesneux;51370;770674;6902689
le mesnil-sur-oger;51190;774704;6872708
moiremont;51800;837205;6893878
moivre;51240;822375;6870184
moncetz-longevas;51470;804791;6869839
moncetz-l'abbaye;51290;821537;6840139
mondement-montgivroux;51120;757314;6853606
montbré;51500;775103;6898296
montgenost;51260;744240;6833478
montépreux;51320;783126;6847246
monthelon;51200;768074;6875963
montigny-sur-vesle;51140;758175;6913674
montmirail;51210;738877;6863460
mont-sur-courville;51170;749516;6905805
morangis;51200;767355;6874842
morsains;51210;738930;6855677
moslins;51200;768087;6874851
mourmelon-le-grand;51400;799989;6893112
mourmelon-le-petit;51400;796340;6893050
moussy;51200;767290;6880402
muizon;51140;764055;6908174
mutigny;51160;774532;6886053
nesle-la-reposte;51120;740530;6836787
nesle-le-repons;51700;752632;6883587
la neuville-aux-bois;51330;839093;6876123
la neuville-aux-larris;51480;760556;6894787
la neuville-au-pont;51800;836502;6892749
neuville-sous-arzillières;51290;819328;6840093
neuvy;51310;738232;6850113
nogent-l'abbesse;51420;783739;6906202
noirlieu;51330;833289;6873762
normée;51230;778622;6853855
norrois;51300;819282;6842316
nuisement-sur-coole;51240;795338;6865227
oeuilly;51480;758457;6885867
oger;51190;774704;6872708
ognes;51230;766233;6844805
oiry;51200;776798;6880521
olizy;51700;755449;6894736
omey;51240;809856;6873269
orconte;51300;827380;6842488
ormes;51370;769203;6903784
outines;51290;821770;6829024
outrepont;51300;823463;6853524
oyes;51120;757270;6858053
pargny-lès-reims;51390;767031;6902645
pargny-sur-saulx;51340;834485;6853769
passavant-en-argonne;51800;846271;6881863
passy-grigny;51700;749641;6891346
péas;51120;757347;6850270
les petites-loges;51400;789042;6892932
pévy;51140;760357;6913696
pierre-morains;51130;774877;6859366
pierry;51200;768021;6880411
pleurs;51230;764050;6842557
plichancourt;51300;822775;6851285
plivot;51150;778261;6880541
pocancy;51130;784225;6872839
pogny;51240;808558;6864347
poilly;51170;759745;6902565
poix;51460;819330;6875682
pomacle;51110;783610;6915100
ponthion;51300;826402;6853587
possesse;51330;832001;6865946
potangis;51260;747945;6831284
pouillon;51220;769083;6913794
pourcy;51480;767122;6894860
pringy;51300;811685;6854398
prosnes;51400;793331;6898562
prouilly;51140;761835;6911487
prunay;51360;786040;6898449
puisieulx;51500;781665;6898385
queudes;51120;756720;6839146
rapsécourt;51330;831647;6881511
recy;51520;796619;6876370
reims;51100;775002;6906081
reims-la-brûlée;51300;822846;6847951
remicourt;51330;837682;6873865
reuves;51120;758761;6855844
réveillon;51310;733085;6850081
rieux;51210;736691;6861222
rilly-la-montagne;51500;776576;6897203
les rivières-henruel;51300;815645;6840019
romain;51140;755983;6914764
romery;51480;767186;6889299
romigny;51170;756157;6896967
rosnay;51390;763351;6905941
rouffy;51130;780594;6870563
rouvroy-ripont;51800;826041;6903636
sacy;51500;769243;6900447
st-amand-sur-fion;51300;817472;6858960
st-bon;51310;734608;6841196
st-chéron;51290;815690;6837796
st-etienne-au-temple;51460;803858;6880944
